Exterior1st,MSSubClass,Neighborhood,OverallQual,BsmtQual,HeatingQC,FullBath,TotRmsAbvGrd,GarageFinish,GarageCars,YearBuilt,GarageYrBlt,YrSold,SalePrice
Wd Sdng,50,OldTown,5,TA,Ex,1,5,Unf,1,1941,1941,2009,66500
CemntBd,60,Somerst,8,Gd,Ex,2,11,Fin,2,2007,2007,2007,303477
HdBoard,20,Mitchel,4,TA,Gd,1,5,Unf,2,1963,1963,2007,132250
VinylSd,60,NridgHt,9,Ex,Ex,2,10,Fin,3,2004,2004,2009,350000
HdBoard,85,Sawyer,5,TA,TA,1,6,Unf,2,1961,1987,2010,148000
VinylSd,20,CollgCr,5,TA,Ex,1,6,Unf,1,1978,1978,2009,136500
VinylSd,20,Edwards,5,Ex,Gd,1,5,Fin,2,2005,2005,2007,157000
HdBoard,50,Timber,7,Gd,Ex,2,7,RFn,2,1990,1990,2007,187500
VinylSd,60,Gilbert,6,Gd,Gd,2,7,RFn,2,1992,1993,2009,178000
Wd Sdng,75,SWISU,4,TA,TA,1,10,Unf,1,1912,1997,2006,118500
HdBoard,20,NAmes,5,TA,TA,1,5,RFn,1,1967,1967,2009,100000
MetalSd,120,Somerst,9,Ex,Ex,2,5,Fin,2,1999,1999,2008,328900
MetalSd,90,NAmes,5,TA,Ex,2,8,Fin,2,1959,2005,2006,145000
MetalSd,50,Edwards,5,TA,TA,1,8,Unf,1,1955,1955,2008,135500
Wd Sdng,20,NAmes,8,TA,Ex,2,8,Unf,2,1970,1970,2007,268000
Wd Sdng,20,NAmes,6,TA,Ex,1,6,RFn,2,1953,1953,2009,149500
MetalSd,50,NAmes,5,TA,Ex,1,6,Unf,2,1949,2003,2007,122900
HdBoard,60,Sawyer,6,TA,Gd,2,7,RFn,2,1978,1978,2009,172500
HdBoard,20,Sawyer,6,TA,TA,1,6,RFn,1,1963,1963,2006,154500
Wd Sdng,20,Sawyer,5,Gd,TA,1,6,Unf,1,1954,1954,2008,165000
Plywood,90,SawyerW,5,NA,TA,2,8,Unf,2,1979,1979,2009,118858
HdBoard,60,NAmes,6,TA,TA,1,8,RFn,2,1963,1963,2008,140000
Wd Sdng,30,IDOTRR,4,TA,Ex,1,6,Unf,1,1936,1936,2006,106500
Plywood,90,SawyerW,5,NA,TA,2,12,Unf,2,1979,1979,2009,142953
VinylSd,20,NridgHt,9,Ex,Ex,2,11,Fin,3,2009,2009,2010,611657
HdBoard,20,Sawyer,5,TA,TA,1,6,Unf,1,1961,1961,2006,135000
HdBoard,20,NAmes,4,TA,TA,1,4,Unf,1,1971,1979,2007,110000
MetalSd,20,NAmes,5,TA,TA,1,5,Unf,1,1957,1968,2009,153000
VinylSd,60,Gilbert,7,Gd,Ex,2,8,Fin,2,2003,2003,2006,180000
VinylSd,20,Gilbert,7,Gd,Ex,2,7,RFn,3,2006,2006,2006,240000
HdBoard,20,Sawyer,5,TA,TA,1,6,Unf,1,1967,1967,2007,125500
HdBoard,20,NAmes,5,TA,TA,1,6,RFn,1,1954,1954,2010,128000
VinylSd,20,Somerst,8,Gd,Ex,2,8,RFn,3,2006,2006,2007,255000
BrkFace,50,Crawfor,7,Gd,Gd,1,6,Fin,1,1936,1936,2006,250000
HdBoard,20,Mitchel,5,Gd,TA,1,5,Unf,2,1983,1983,2006,131000
VinylSd,60,Gilbert,6,Gd,Ex,2,8,Fin,2,2005,2005,2009,174000
MetalSd,90,NAmes,5,TA,TA,2,12,Unf,2,1960,1960,2010,154300
HdBoard,20,CollgCr,5,Gd,TA,1,5,Unf,1,1977,1978,2009,143500
MetalSd,30,BrkSide,5,TA,TA,1,6,Unf,1,1925,1925,2006,88000
MetalSd,90,Crawfor,5,TA,TA,2,8,Unf,3,1949,1949,2007,145000
VinylSd,160,Somerst,6,Gd,Ex,2,4,RFn,2,2009,2009,2009,173733
CemntBd,160,MeadowV,4,TA,Fa,1,6,Unf,1,1970,1970,2007,75000
AsbShng,20,IDOTRR,2,TA,TA,0,4,Unf,1,1949,1958,2006,35311
VinylSd,20,Edwards,4,TA,Ex,1,6,RFn,1,1956,1956,2009,135000
HdBoard,60,SawyerW,7,Ex,Ex,2,8,RFn,3,1991,1991,2007,238000
MetalSd,20,NAmes,6,Gd,Ex,1,6,Unf,2,1958,1990,2008,176500
HdBoard,60,SawyerW,6,Gd,Ex,2,7,RFn,2,1994,1994,2007,201000
MetalSd,90,Edwards,5,TA,Gd,2,9,NA,0,1900,NA,2008,145900
VinylSd,20,Gilbert,6,Gd,Ex,2,6,Fin,2,2005,2005,2006,169990
Plywood,120,SawyerW,6,Gd,Ex,2,5,RFn,2,1993,1993,2008,193000
Plywood,20,NWAmes,6,Gd,TA,2,7,Unf,2,1980,1980,2006,207500
VinylSd,20,NWAmes,5,Gd,TA,2,6,RFn,2,1977,1977,2008,175000
VinylSd,60,NridgHt,8,Gd,Ex,2,10,Fin,3,2003,2003,2007,285000
MetalSd,60,NWAmes,7,TA,Gd,2,9,RFn,2,1968,1968,2008,176000
VinylSd,20,CollgCr,8,Gd,Ex,2,7,RFn,2,2001,2001,2009,236500
HdBoard,60,Gilbert,7,Gd,Gd,2,8,Fin,2,1997,1997,2006,222000
VinylSd,20,Timber,8,Gd,Ex,2,7,Fin,3,2007,2007,2009,201000
VinylSd,20,NAmes,5,TA,Ex,1,5,Unf,1,1965,1965,2009,117500
VinylSd,20,Somerst,9,Ex,Ex,2,8,Fin,3,2006,2006,2007,320000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2004,2004,2009,190000
Wd Sdng,20,NAmes,7,Gd,Ex,2,9,RFn,2,1960,1960,2008,242000
MetalSd,30,BrkSide,4,Fa,Gd,1,5,Unf,2,1926,1953,2006,79900
VinylSd,20,SawyerW,7,Gd,Ex,2,5,RFn,2,2003,2003,2009,184900
VinylSd,60,Somerst,7,Gd,Ex,2,8,RFn,2,2005,2005,2009,253000
VinylSd,60,CollgCr,7,Gd,Ex,2,7,RFn,3,2006,2006,2006,239799
MetalSd,70,ClearCr,7,TA,Ex,2,10,Unf,1,1940,1940,2010,244400
Plywood,90,Mitchel,6,TA,TA,2,8,Unf,2,1976,1976,2006,150900
VinylSd,60,Gilbert,7,Gd,Ex,2,8,RFn,2,1999,1999,2009,214000
MetalSd,90,Edwards,4,Gd,TA,2,8,NA,0,1977,NA,2007,150000
HdBoard,90,Mitchel,5,TA,TA,2,8,Unf,2,1967,1967,2007,143000
HdBoard,20,Timber,6,TA,Gd,1,7,RFn,2,1958,1958,2009,137500
VinylSd,50,OldTown,5,TA,TA,1,7,Unf,2,1890,1963,2009,124900
HdBoard,80,NAmes,5,TA,TA,1,6,RFn,1,1959,1959,2006,143000
VinylSd,20,Timber,8,Gd,Ex,2,9,Fin,3,2002,2002,2007,270000
VinylSd,60,CollgCr,7,Gd,Ex,2,7,RFn,2,2002,2002,2006,192500
Plywood,20,NWAmes,6,TA,TA,1,5,RFn,2,1972,1972,2010,197500
VinylSd,20,NAmes,5,TA,Gd,1,5,RFn,2,1950,1980,2007,129000
VinylSd,20,SawyerW,5,TA,Gd,1,6,Unf,1,1965,1979,2006,119900
WdShing,85,CollgCr,5,Gd,Gd,1,5,Fin,1,1972,1974,2009,133900
HdBoard,60,Mitchel,5,TA,Ex,2,7,RFn,2,1969,1969,2008,172000
WdShing,90,Edwards,6,Gd,TA,2,4,NA,0,1975,NA,2006,127500
MetalSd,90,Crawfor,6,Gd,TA,2,8,Unf,2,1946,1946,2007,145000
MetalSd,160,Blueste,6,Gd,TA,1,5,Fin,2,1980,1980,2009,124000
MetalSd,20,Sawyer,5,TA,TA,1,6,Fin,2,1962,1977,2007,132000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2003,2003,2007,185000
MetalSd,160,Somerst,7,Gd,Ex,2,6,Unf,2,1999,1999,2010,155000
Wd Sdng,20,BrkSide,5,TA,Gd,1,4,NA,0,1958,NA,2010,116500
HdBoard,60,NWAmes,6,Gd,TA,2,11,Fin,2,1977,1977,2008,272000
Plywood,160,NPkVill,6,Gd,TA,2,7,Unf,2,1976,1976,2007,155000
VinylSd,20,CollgCr,9,Ex,Ex,2,7,Fin,2,2007,2007,2009,239000
VinylSd,60,Timber,7,Gd,Ex,2,8,Fin,2,2002,2002,2010,214900
VinylSd,60,Gilbert,6,Gd,Ex,2,8,Fin,2,2005,2005,2007,178900
MetalSd,50,Crawfor,5,TA,Ex,1,7,Unf,1,1940,1940,2009,160000
Wd Sdng,20,NAmes,5,TA,TA,1,6,Unf,1,1955,1955,2008,135000
VinylSd,50,OldTown,3,TA,Fa,1,6,NA,0,1910,NA,2009,37900
HdBoard,190,NAmes,6,TA,TA,1,6,RFn,1,1958,1958,2006,140000
AsbShng,50,NAmes,4,TA,TA,1,6,NA,0,1949,NA,2006,135000
VinylSd,160,NridgHt,7,Gd,Ex,2,6,RFn,2,2003,2003,2009,173000
Plywood,120,SawyerW,6,Gd,TA,2,5,Unf,1,1979,1979,2010,99500
CemntBd,20,Somerst,7,Gd,Ex,2,6,Fin,2,2007,2007,2008,182000
HdBoard,70,BrkSide,7,Gd,TA,1,8,Unf,2,1910,1997,2009,167500
MetalSd,160,Somerst,7,Gd,Ex,2,6,Unf,2,2000,2000,2006,165000
Wd Sdng,30,BrkSide,4,Gd,TA,1,4,NA,0,1923,NA,2006,85500
VinylSd,120,Somerst,7,Gd,Ex,1,4,Fin,2,2006,2007,2007,199900
MetalSd,20,Edwards,4,TA,Ex,1,5,Unf,2,1954,1999,2007,110000
VinylSd,20,Sawyer,5,TA,TA,1,5,Unf,2,1963,1963,2009,139000
CemntBd,85,NAmes,7,TA,Gd,1,6,RFn,2,1961,1961,2008,178400
VinylSd,60,NoRidge,8,Gd,Ex,2,8,Fin,3,1998,1998,2009,336000
VinylSd,20,Blmngtn,7,Gd,Ex,2,6,Fin,2,2007,2007,2008,159895
CemntBd,60,CollgCr,8,Gd,Ex,2,9,Unf,2,2002,2002,2008,255900
Plywood,90,Mitchel,5,NA,TA,2,8,Unf,2,1977,1977,2009,126000
MetalSd,190,Edwards,5,TA,TA,1,5,Unf,1,1950,1950,2008,125000
VinylSd,50,OldTown,6,TA,Gd,1,5,Unf,1,1910,1950,2006,117000
VinylSd,20,NridgHt,9,Ex,Ex,2,8,Fin,3,2009,2010,2010,395192
Plywood,60,NWAmes,6,TA,TA,2,8,Fin,2,1976,1976,2007,195000
VinylSd,60,Somerst,7,Gd,Ex,2,6,RFn,2,2006,2006,2006,197000
VinylSd,60,NoRidge,8,Gd,Ex,2,7,Fin,3,1997,1997,2006,348000
Wd Sdng,70,OldTown,8,TA,Gd,1,8,Unf,2,1882,1925,2009,168000
Wd Sdng,60,NAmes,6,TA,Gd,2,7,RFn,2,1964,1964,2007,187000
VinylSd,60,CollgCr,6,Gd,Ex,2,6,RFn,2,2005,2005,2006,173900
CemntBd,20,NridgHt,10,Ex,Ex,2,7,Fin,3,2006,2008,2009,337500
MetalSd,50,BrkSide,4,TA,TA,1,5,Unf,1,1946,1946,2006,121600
Wd Sdng,20,NAmes,5,TA,TA,1,6,Unf,1,1961,1961,2006,136500
HdBoard,20,NWAmes,6,TA,TA,2,6,RFn,2,1970,1970,2009,185000
Wd Sdng,30,IDOTRR,3,TA,Fa,1,6,Unf,1,1922,1922,2006,91000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2006,2006,2010,206000
BrkComm,20,Edwards,3,NA,Fa,1,4,Unf,2,1952,1956,2009,82000
Wd Sdng,30,OldTown,5,Fa,Ex,1,4,Unf,1,1920,1920,2007,86000
VinylSd,20,Somerst,8,Gd,Ex,2,7,RFn,3,2006,2006,2008,232000
VinylSd,90,NWAmes,5,TA,Fa,2,8,Unf,2,1976,1976,2007,136905
VinylSd,120,Blmngtn,7,Gd,Ex,2,7,Fin,2,2005,2005,2009,181000
HdBoard,80,CollgCr,5,Gd,TA,2,6,Unf,1,1977,1977,2008,149900
Plywood,20,NAmes,6,Gd,Gd,2,7,Unf,2,1970,1970,2007,163500
CemntBd,160,MeadowV,4,TA,TA,1,6,RFn,1,1970,1970,2009,88000
VinylSd,20,Mitchel,7,Ex,Ex,2,7,Fin,2,2004,2004,2009,240000
Wd Sdng,50,SWISU,5,TA,Ex,2,7,NA,0,1926,NA,2006,102000
Wd Sdng,50,Sawyer,5,TA,TA,2,7,Unf,1,1948,1948,2008,135000
AsphShn,90,Edwards,5,NA,TA,2,8,NA,0,1965,NA,2010,100000
Wd Sdng,70,Crawfor,6,TA,TA,1,7,Unf,1,1923,1923,2007,165000
MetalSd,30,OldTown,5,TA,TA,1,4,Unf,1,1910,1956,2009,85000
MetalSd,20,NAmes,6,TA,TA,1,5,Unf,1,1948,1948,2007,119200
VinylSd,60,NWAmes,8,Gd,Ex,2,6,Fin,2,2001,2001,2009,227000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,Fin,2,1996,1996,2009,203000
HdBoard,120,StoneBr,8,Gd,Gd,1,4,RFn,2,1984,1984,2009,187500
HdBoard,80,Gilbert,7,Gd,Gd,2,7,RFn,2,1991,1991,2007,160000
VinylSd,120,Blmngtn,7,Gd,Ex,2,6,Fin,2,2005,2005,2006,213490
VinylSd,20,Edwards,4,Gd,Ex,1,5,Fin,2,2005,2005,2008,176000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2006,2006,2006,194000
Wd Sdng,50,OldTown,5,TA,Gd,1,6,Unf,1,1930,1957,2007,87000
VinylSd,120,Blmngtn,7,Gd,Ex,2,7,Fin,2,2005,2005,2008,191000
Stone,20,Timber,8,Gd,TA,2,10,Fin,2,1976,1976,2008,287000
VinylSd,20,CollgCr,5,TA,TA,1,5,Unf,2,1972,1980,2007,112500
MetalSd,20,NAmes,5,TA,TA,1,6,Unf,2,1960,1960,2010,167500
VinylSd,20,Timber,8,Gd,Ex,2,7,RFn,3,2007,2008,2008,293077
WdShing,50,NAmes,5,TA,TA,1,6,Unf,1,1941,1941,2007,105000
HdBoard,160,BrDale,6,TA,Gd,1,7,Unf,1,1972,1972,2006,118000
VinylSd,190,SWISU,5,TA,Gd,2,10,NA,0,1916,NA,2006,160000
Wd Sdng,75,SWISU,7,TA,Ex,2,12,Fin,2,1920,1970,2009,197000
MetalSd,60,NoRidge,8,Gd,Ex,2,10,RFn,3,1993,1993,2006,310000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,Unf,3,2002,2002,2006,230000
MetalSd,30,Crawfor,5,Fa,Ex,1,5,Unf,1,1938,1938,2007,119750
Wd Sdng,20,Edwards,4,NA,Ex,1,5,Unf,1,1957,1957,2009,84000
VinylSd,20,Timber,9,Ex,Ex,2,6,Fin,3,2007,2008,2009,315500
VinylSd,60,CollgCr,8,Gd,Ex,2,7,Fin,2,2001,2001,2008,287000
CemntBd,160,MeadowV,4,TA,TA,1,6,NA,0,1970,NA,2009,97000
CemntBd,180,MeadowV,4,Gd,TA,1,3,Unf,1,1970,1970,2009,80000
Wd Sdng,20,Sawyer,5,TA,Ex,2,8,RFn,2,1957,1957,2006,155000
HdBoard,60,NWAmes,6,TA,Gd,1,7,Unf,2,1966,1966,2008,173000
VinylSd,120,NridgHt,6,Gd,Ex,2,5,RFn,2,2005,2005,2009,196000
HdBoard,60,SawyerW,7,Gd,Ex,2,10,Unf,2,1990,1990,2008,262280
BrkFace,20,NWAmes,8,Gd,TA,2,9,Fin,2,1981,1981,2009,278000
BrkFace,20,Edwards,3,NA,Ex,2,8,Unf,2,1955,1955,2009,139600
CemntBd,60,StoneBr,9,Ex,Ex,3,11,Fin,3,2005,2005,2006,556581
VinylSd,20,CollgCr,5,Gd,Ex,1,5,Unf,2,1994,1996,2008,145000
HdBoard,20,Mitchel,5,NA,TA,1,9,Unf,2,1960,1960,2009,115000
MetalSd,20,Edwards,4,NA,Ex,1,6,Unf,1,1946,1946,2010,84900
VinylSd,20,Gilbert,7,Gd,Ex,2,6,Fin,2,2007,2007,2007,176485
VinylSd,20,CollgCr,7,Gd,Ex,2,6,Fin,2,2007,2007,2007,200141
VinylSd,60,NAmes,6,TA,TA,1,9,RFn,2,1964,1964,2007,165000
HdBoard,20,Edwards,5,TA,Ex,1,7,Unf,1,1957,1957,2010,144500
VinylSd,60,CollgCr,8,Gd,Ex,2,7,Fin,2,2002,2002,2006,255000
Plywood,20,NWAmes,6,Gd,TA,2,7,Fin,2,1976,1976,2008,180000
VinylSd,120,NridgHt,7,Gd,Ex,2,6,RFn,2,2005,2005,2006,185850
HdBoard,60,NoRidge,7,Gd,Ex,2,7,Fin,2,1994,1994,2009,248000
VinylSd,60,NridgHt,9,Ex,Ex,2,10,Fin,3,2008,2008,2009,335000
MetalSd,50,Crawfor,6,TA,TA,1,7,Unf,2,1932,1977,2007,220000
CemntBd,120,StoneBr,8,Gd,Ex,2,6,Fin,2,2001,2001,2010,213500
MetalSd,30,IDOTRR,3,TA,TA,1,6,RFn,3,1935,1994,2008,81000
Wd Sdng,190,OldTown,5,TA,TA,2,10,Unf,2,1900,1945,2007,90000
MetalSd,30,OldTown,6,TA,Gd,1,5,Unf,2,1925,1976,2006,110500
Plywood,20,NAmes,5,TA,Ex,1,6,RFn,2,1966,1966,2009,154000
Wd Sdng,60,ClearCr,7,Ex,Ex,2,7,RFn,2,1996,1996,2010,328000
VinylSd,60,Gilbert,6,Gd,Gd,2,7,RFn,2,1993,1993,2009,178000
HdBoard,60,NAmes,6,TA,TA,1,7,RFn,2,1964,1964,2008,167900
CemntBd,160,MeadowV,6,Gd,Gd,2,10,Fin,2,1973,1973,2006,151400
MetalSd,45,NAmes,5,TA,TA,1,4,Unf,2,1949,1985,2007,135000
MetalSd,20,NAmes,5,TA,TA,1,6,Unf,1,1956,1956,2007,135000
MetalSd,60,NWAmes,6,TA,Ex,1,8,Unf,2,1968,1968,2009,154000
MetalSd,50,Edwards,5,Fa,Fa,1,7,Unf,1,1948,1954,2006,91500
HdBoard,60,Edwards,6,TA,TA,1,6,Fin,2,1977,1977,2009,159500
VinylSd,20,CollgCr,7,Gd,Ex,2,5,RFn,3,2006,2006,2007,194000
Wd Sdng,70,Crawfor,7,TA,TA,1,6,Unf,1,1940,1940,2007,219500
Wd Sdng,50,OldTown,5,Fa,Gd,2,7,Unf,2,1936,1950,2006,170000
VinylSd,20,NAmes,5,TA,Ex,1,6,Fin,1,1969,1969,2006,138800
VinylSd,120,CollgCr,6,Gd,Ex,1,3,RFn,2,2004,2004,2006,155900
VinylSd,20,CollgCr,5,Gd,Gd,1,5,Unf,1,1994,1996,2007,126000
VinylSd,20,NWAmes,6,TA,Ex,2,5,RFn,2,1971,1971,2008,145000
HdBoard,20,Sawyer,5,TA,Fa,1,5,Fin,1,1963,1963,2010,133000
VinylSd,20,CollgCr,7,Gd,Ex,2,6,RFn,2,2002,2002,2007,192000
HdBoard,20,NAmes,6,TA,TA,1,6,RFn,1,1964,1964,2006,160000
HdBoard,60,Gilbert,6,Gd,Gd,2,6,Fin,2,1995,1995,2006,187500
HdBoard,85,SawyerW,6,Gd,Ex,1,5,Unf,2,1992,1992,2010,147000
CemntBd,160,MeadowV,4,TA,TA,1,6,RFn,1,1973,1973,2010,83500
VinylSd,60,Somerst,8,Gd,Ex,2,9,RFn,3,2005,2005,2009,252000
VinylSd,160,Edwards,7,Gd,Ex,2,7,Unf,2,2004,2004,2006,137500
MetalSd,120,Somerst,8,Gd,Ex,1,4,Fin,2,2005,2005,2006,197000
BrkFace,90,NAmes,3,NA,Fa,2,6,Unf,2,1950,1987,2009,92900
MetalSd,160,Somerst,7,Gd,Ex,2,4,Unf,2,1999,1999,2008,160000
MetalSd,50,SWISU,6,TA,Fa,2,7,Unf,2,1925,1925,2008,136500
MetalSd,20,NAmes,5,TA,Gd,1,6,Unf,2,1965,1977,2006,146000
MetalSd,20,NAmes,5,TA,Ex,1,4,Fin,1,1956,1956,2010,129000
VinylSd,20,CollgCr,6,Gd,Gd,2,6,RFn,2,2006,2006,2007,176432
Wd Sdng,70,IDOTRR,6,TA,TA,1,7,NA,0,1914,NA,2007,127000
HdBoard,120,StoneBr,8,Gd,Ex,1,5,RFn,2,1986,1987,2007,170000
MetalSd,50,BrkSide,4,TA,TA,1,6,Unf,1,1936,1936,2009,128000
Plywood,20,NWAmes,7,Gd,TA,2,7,RFn,2,1978,1978,2009,157000
Wd Sdng,30,SWISU,2,TA,TA,1,3,Unf,1,1920,1930,2009,60000
HdBoard,20,NAmes,5,TA,TA,1,5,Unf,1,1971,1981,2007,119500
Wd Sdng,20,NAmes,5,TA,Ex,1,6,RFn,1,1960,1960,2007,135000
BrkFace,20,NAmes,6,TA,Ex,1,6,Fin,2,1959,1954,2006,159500
HdBoard,160,BrDale,5,TA,TA,2,6,Unf,2,1970,1970,2007,106000
HdBoard,60,NoRidge,8,Ex,Ex,2,9,RFn,2,1994,1994,2010,325000
HdBoard,20,SawyerW,7,Gd,Gd,2,6,Fin,2,1990,1990,2007,179900
VinylSd,60,Gilbert,7,Ex,Ex,2,9,RFn,2,2006,2006,2006,274725
VinylSd,60,Gilbert,6,Gd,Ex,2,7,RFn,2,2000,2000,2007,181000
MetalSd,20,NridgHt,8,Ex,Ex,2,7,Fin,3,2004,2004,2009,280000
HdBoard,60,Gilbert,6,Gd,Gd,2,8,Fin,2,1995,1995,2008,188000
Plywood,60,NWAmes,7,TA,TA,2,8,RFn,2,1976,1976,2008,205000
WdShing,20,NAmes,5,TA,TA,1,5,Unf,1,1957,1957,2006,129900
Wd Sdng,20,NAmes,5,TA,Gd,1,6,Unf,1,1953,1953,2007,134500
MetalSd,20,OldTown,5,TA,Ex,1,4,Unf,1,1954,1955,2006,117000
VinylSd,20,NridgHt,8,Ex,Ex,2,7,RFn,3,2007,2007,2007,318000
VinylSd,80,Gilbert,8,Gd,Ex,2,7,Fin,2,2002,2002,2009,184100
VinylSd,20,Sawyer,5,TA,Ex,1,5,RFn,2,1967,1967,2008,130000
MetalSd,80,Sawyer,5,TA,TA,1,6,RFn,1,1958,1958,2008,140000
BrkFace,20,NAmes,5,TA,TA,1,6,RFn,1,1959,1959,2006,133700
BrkFace,30,IDOTRR,6,TA,TA,1,6,Unf,1,1920,1920,2007,118400
VinylSd,20,CollgCr,7,Gd,Ex,2,7,RFn,3,2005,2005,2006,212900
AsbShng,20,Edwards,4,TA,Ex,1,5,Unf,1,1956,1956,2009,112000
VinylSd,20,Edwards,5,TA,Ex,1,4,NA,0,1947,NA,2009,118000
HdBoard,80,Gilbert,7,Gd,Gd,2,7,Fin,2,1992,1992,2007,163900
Plywood,20,NAmes,4,TA,TA,1,5,Unf,2,1955,1977,2009,115000
VinylSd,120,Blmngtn,7,Gd,Ex,2,7,Fin,3,2007,2007,2009,174000
VinylSd,20,Gilbert,7,Gd,Ex,2,7,Fin,3,2004,2004,2007,259000
VinylSd,60,Gilbert,7,Gd,Ex,2,8,Fin,2,2004,2004,2007,215000
MetalSd,90,OldTown,5,Gd,TA,1,4,Unf,2,1980,1980,2007,140000
WdShing,50,SWISU,4,TA,TA,2,7,Unf,2,1928,1981,2009,135000
HdBoard,20,Mitchel,5,Gd,TA,1,5,NA,0,1991,NA,2007,93500
Wd Sdng,70,OldTown,6,TA,TA,2,8,Unf,1,1880,1930,2007,117500
VinylSd,60,SawyerW,8,Gd,Ex,2,8,RFn,2,1995,1995,2009,239500
VinylSd,60,Gilbert,6,Gd,Gd,2,7,Fin,2,1997,1997,2007,169000
Wd Sdng,30,BrkSide,6,TA,TA,1,5,Unf,1,1926,1926,2007,102000
VinylSd,50,NAmes,6,TA,TA,1,6,Unf,1,1950,1950,2008,119000
VinylSd,50,Sawyer,5,TA,Gd,1,6,NA,0,1875,NA,2010,94000
Plywood,20,Mitchel,6,TA,TA,2,5,RFn,2,1977,1977,2009,196000
Stucco,30,BrkSide,5,TA,TA,1,6,Unf,2,1920,1972,2007,144000
HdBoard,20,NAmes,5,TA,TA,1,4,Unf,2,1951,1988,2008,139000
Plywood,60,NWAmes,5,TA,Ex,2,9,Unf,2,1976,1976,2009,197500
VinylSd,60,CollgCr,8,Ex,Ex,3,11,RFn,3,2006,2006,2007,424870
Wd Sdng,20,Sawyer,5,TA,TA,1,5,NA,0,1959,NA,2008,80000
MetalSd,190,Edwards,4,Gd,Fa,1,5,Unf,1,1941,1941,2010,80000
MetalSd,50,BrkSide,5,TA,Ex,1,8,Unf,1,1928,1928,2006,149000
Wd Sdng,20,SawyerW,6,Gd,TA,2,5,Unf,2,1985,1985,2006,180000
MetalSd,70,Crawfor,7,TA,Ex,1,7,Unf,1,1941,1941,2009,174500
Wd Sdng,50,OldTown,7,TA,TA,1,5,Unf,1,1926,1982,2008,116900
VinylSd,70,OldTown,7,TA,Ex,1,7,Unf,2,1920,1930,2009,143000
BrkFace,20,NAmes,6,TA,Ex,1,4,Unf,1,1950,1950,2007,124000
HdBoard,20,Edwards,5,TA,TA,1,6,Fin,2,1959,1959,2006,149900
Stone,20,Crawfor,6,TA,Ex,1,6,Fin,2,1956,1956,2006,230000
Wd Sdng,30,IDOTRR,6,TA,Ex,1,5,Unf,1,1930,2002,2008,120500
VinylSd,60,NAmes,7,TA,TA,1,8,Unf,2,1965,1965,2008,201800
Plywood,20,Veenker,5,Gd,TA,2,6,RFn,2,1976,1976,2007,218000
BrkFace,80,NAmes,5,TA,Gd,2,6,RFn,2,1965,1965,2008,179900
VinylSd,120,NridgHt,7,Gd,Ex,2,6,RFn,2,2007,2008,2009,230000
VinylSd,20,Somerst,8,Gd,Ex,2,7,RFn,3,2007,2008,2008,235128
HdBoard,60,NWAmes,6,TA,TA,2,8,RFn,2,1974,1974,2008,185000
Plywood,160,NPkVill,6,Gd,Fa,2,7,Unf,2,1978,1978,2010,146000
HdBoard,20,Crawfor,6,TA,Ex,1,7,Unf,2,1954,1993,2008,224000
VinylSd,20,Sawyer,5,Gd,Gd,1,5,Fin,2,1968,1968,2007,129000
Plywood,90,Sawyer,4,Gd,TA,0,6,Unf,2,1969,1969,2008,108959
Plywood,80,Veenker,5,Gd,Ex,1,5,Unf,2,1978,1978,2007,194000
VinylSd,20,NridgHt,7,Gd,Ex,2,7,RFn,2,2009,2009,2009,233170
VinylSd,20,CollgCr,8,Gd,Ex,2,7,RFn,3,2008,2008,2010,245350
